date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:54:23	30697/30697	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog-single-sidebar-left.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog-single-sidebar-left.html	(from http://themes.hody.co/html/comet/index.html)
19:54:23	31536/31536	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/shop-2col.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/shop-2col.html	(from http://themes.hody.co/html/comet/index.html)
19:54:24	33862/33862	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/shop-3col.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/shop-3col.html	(from http://themes.hody.co/html/comet/index.html)
19:54:24	32208/32208	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/shop-4col.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/shop-4col.html	(from http://themes.hody.co/html/comet/index.html)
19:54:24	33116/33116	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/shop-single.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/shop-single.html	(from http://themes.hody.co/html/comet/index.html)
19:54:25	26308/26308	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/shop-cart.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/shop-cart.html	(from http://themes.hody.co/html/comet/index.html)
19:54:25	27264/27264	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/shop-checkout.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/shop-checkout.html	(from http://themes.hody.co/html/comet/index.html)
19:54:31	44484/44484	---M--	200	added ('OK')	image/jpeg	etag:%2256903f83-adc4%22	http://themes.hody.co/html/comet/images/bg/1.jpg	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/images/bg/1.jpg	(from http://themes.hody.co/html/comet/index.html)
19:54:46	123877/123877	---M--	200	added ('OK')	image/jpeg	etag:%2256903f83-1e3e5%22	http://themes.hody.co/html/comet/images/bg/33.jpg	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/images/bg/33.jpg	(from http://themes.hody.co/html/comet/index.html)
19:54:54	142426/142426	---M--	200	added ('OK')	image/jpeg	etag:%2256903f83-22c5a%22	http://themes.hody.co/html/comet/images/portfolio/1.jpg	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/images/portfolio/1.jpg	(from http://themes.hody.co/html/comet/index.html)
19:55:12	160866/160866	---M--	200	added ('OK')	image/jpeg	etag:%2256903f83-27462%22	http://themes.hody.co/html/comet/images/portfolio/7.jpg	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/images/portfolio/7.jpg	(from http://themes.hody.co/html/comet/index.html)
